Column,2023_value,2024_best_match,Similarity_Score
APR DRG Description,POSTPARTUM AND POST ABORTION DIAGNOSES WITHOUT PROCEDURE,POSTPARTUM AND POST ABORTION DIAGNOSES WITHOUT PROCEDURE,100.0
APR DRG Description,ASTHMA,ASTHMA,100.0
APR DRG Description,OTHER DISORDERS OF NERVOUS SYSTEM,OTHER DISORDERS OF NERVOUS SYSTEM,100.0
APR DRG Description,OTHER AFTERCARE AND CONVALESCENCE,OTHER AFTERCARE AND CONVALESCENCE,100.0
APR DRG Description,"NEONATE BIRTH WEIGHT > 2499 GRAMS, NORMAL NEWBORN OR NEONATE WITH OTHER PROBLEM","NEONATE BIRTH WEIGHT > 2499 GRAMS, NORMAL NEWBORN OR NEONATE WITH OTHER PROBLEM",100.0
APR DRG Description,DISORDERS OF PANCREAS EXCEPT MALIGNANCY,DISORDERS OF PANCREAS EXCEPT MALIGNANCY,100.0
APR DRG Description,RESPIRATORY FAILURE,RESPIRATORY FAILURE,100.0
APR DRG Description,HYPOVOLEMIA AND RELATED ELECTROLYTE DISORDERS,HYPOVOLEMIA AND RELATED ELECTROLYTE DISORDERS,100.0
APR DRG Description,MAJOR RESPIRATORY INFECTIONS AND INFLAMMATIONS,MAJOR RESPIRATORY INFECTIONS AND INFLAMMATIONS,100.0
APR DRG Description,HAND AND WRIST PROCEDURES,HAND AND WRIST PROCEDURES,100.0
APR DRG Description,DIABETES,DIABETES,100.0
APR DRG Description,PERIPHERAL AND OTHER VASCULAR DISORDERS,PERIPHERAL AND OTHER VASCULAR DISORDERS,100.0
APR DRG Description,CESAREAN SECTION WITH STERILIZATION,CESAREAN SECTION WITH STERILIZATION,100.0
APR DRG Description,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS,100.0
APR DRG Description,"OSTEOMYELITIS, SEPTIC ARTHRITIS AND OTHER MUSCULOSKELETAL INFECTIONS","OSTEOMYELITIS, SEPTIC ARTHRITIS AND OTHER MUSCULOSKELETAL INFECTIONS",100.0
APR DRG Description,ALCOHOL AND DRUG DEPENDENCE WITH REHABILITATION AND/OR DETOXIFICATION THERAPY,ALCOHOL AND DRUG DEPENDENCE WITH REHABILITATION AND/OR DETOXIFICATION THERAPY,100.0
APR DRG Description,DISORDERS OF GALLBLADDER AND BILIARY TRACT,DISORDERS OF GALLBLADDER AND BILIARY TRACT,100.0
APR DRG Description,ANTEPARTUM WITHOUT O.R. PROCEDURE,ANTEPARTUM WITHOUT O.R. PROCEDURE,100.0
APR DRG Description,HEART FAILURE,HEART FAILURE,100.0
APR DRG Description,URINARY STONES AND ACQUIRED UPPER URINARY TRACT OBSTRUCTION,URINARY STONES AND ACQUIRED UPPER URINARY TRACT OBSTRUCTION,100.0
APR DRG Description,ALCOHOLIC LIVER DISEASE,ALCOHOLIC LIVER DISEASE,100.0
APR DRG Description,SEIZURE,SEIZURE,100.0
APR DRG Description,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES,100.0
APR DRG Description,"RESPIRATORY SIGNS, SYMPTOMS AND MISCELLANEOUS DIAGNOSES","RESPIRATORY SIGNS, SYMPTOMS AND MISCELLANEOUS DIAGNOSES",100.0
APR DRG Description,SYNCOPE AND COLLAPSE,SYNCOPE AND COLLAPSE,100.0
APR DRG Description,"MULTIPLE SCLEROSIS, OTHER DEMYELINATING DISEASE AND INFLAMMATORY NEUROPATHIES","MULTIPLE SCLEROSIS, OTHER DEMYELINATING DISEASE AND INFLAMMATORY NEUROPATHIES",100.0
APR DRG Description,OTHER ANEMIA AND DISORDERS OF BLOOD AND BLOOD-FORMING ORGANS,OTHER ANEMIA AND DISORDERS OF BLOOD AND BLOOD-FORMING ORGANS,100.0
APR DRG Description,NERVOUS SYSTEM MALIGNANCY,NERVOUS SYSTEM MALIGNANCY,100.0
APR DRG Description,"MALFUNCTION, REACTION AND COMPLICATION OF GASTROINTESTINAL DEVICE OR PROCEDURE","MALFUNCTION, REACTION AND COMPLICATION OF GASTROINTESTINAL DEVICE OR PROCEDURE",100.0
APR DRG Description,ALLERGIC REACTIONS,ALLERGIC REACTIONS,100.0
APR DRG Description,CELLULITIS AND OTHER SKIN INFECTIONS,CELLULITIS AND OTHER SKIN INFECTIONS,100.0
APR DRG Description,FEMALE REPRODUCTIVE SYSTEM MALIGNANCY,FEMALE REPRODUCTIVE SYSTEM MALIGNANCY,100.0
APR DRG Description,ANGINA PECTORIS AND CORONARY ATHEROSCLEROSIS,ANGINA PECTORIS AND CORONARY ATHEROSCLEROSIS,100.0
APR DRG Description,COAGULATION AND PLATELET DISORDERS,COAGULATION AND PLATELET DISORDERS,100.0
APR DRG Description,OTHER INFECTIOUS AND PARASITIC DISEASES,OTHER INFECTIOUS AND PARASITIC DISEASES,100.0
APR DRG Description,"OTHER EAR, NOSE, MOUTH, THROAT AND CRANIAL OR FACIAL DIAGNOSES","OTHER EAR, NOSE, MOUTH, THROAT AND CRANIAL OR FACIAL DIAGNOSES",100.0
APR DRG Description,"MALFUNCTION, REACTION, COMPLICATION OF GENITOURINARY DEVICE OR PROCEDURE","MALFUNCTION, REACTION, COMPLICATION OF GENITOURINARY DEVICE OR PROCEDURE",100.0
APR DRG Description,TRANSIENT ISCHEMIA,TRANSIENT ISCHEMIA,100.0
APR DRG Description,ABDOMINAL PAIN,ABDOMINAL PAIN,100.0
APR DRG Description,HYPERTENSION,HYPERTENSION,100.0
APR DRG Description,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,100.0
APR DRG Description,INFLAMMATORY BOWEL DISEASE,INFLAMMATORY BOWEL DISEASE,100.0
APR DRG Description,"PERIPHERAL, CRANIAL AND AUTONOMIC NERVE DISORDERS","PERIPHERAL, CRANIAL AND AUTONOMIC NERVE DISORDERS",100.0
APR DRG Description,ACUTE BRONCHITIS AND RELATED SYMPTOMS,ACUTE BRONCHITIS AND RELATED SYMPTOMS,100.0
APR DRG Description,"OTHER GASTROENTERITIS, NAUSEA AND VOMITING","OTHER GASTROENTERITIS, NAUSEA AND VOMITING",100.0
APR DRG Description,BRONCHIOLITIS AND RSV PNEUMONIA,BRONCHIOLITIS AND RSV PNEUMONIA,100.0
APR DRG Description,MIGRAINE AND OTHER HEADACHES,MIGRAINE AND OTHER HEADACHES,100.0
APR DRG Description,INTENTIONAL SELF-HARM AND ATTEMPTED SUICIDE,INTENTIONAL SELF-HARM AND ATTEMPTED SUICIDE,100.0
APR DRG Description,ACUTE KIDNEY INJURY,ACUTE KIDNEY INJURY,100.0
APR DRG Description,OTHER PNEUMONIA,OTHER PNEUMONIA,100.0
APR DRG Description,"MAJOR STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES","MAJOR STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES",100.0
APR DRG Description,OPIOID ABUSE AND DEPENDENCE,OPIOID ABUSE AND DEPENDENCE,100.0
APR DRG Description,INTERSTITIAL AND ALVEOLAR LUNG DISEASES,INTERSTITIAL AND ALVEOLAR LUNG DISEASES,100.0
APR DRG Description,MALIGNANCY OF HEPATOBILIARY SYSTEM AND PANCREAS,MALIGNANCY OF HEPATOBILIARY SYSTEM AND PANCREAS,100.0
APR DRG Description,"NEONATE BIRTH WEIGHT 2000-2499 GRAMS, NORMAL NEWBORN OR NEONATE WITH OTHER PROBLEM","NEONATE BIRTH WEIGHT 2000-2499 GRAMS, NORMAL NEWBORN OR NEONATE WITH OTHER PROBLEM",100.0
APR DRG Description,PERCUTANEOUS CARDIAC INTERVENTION WITH AMI,PERCUTANEOUS CARDIAC INTERVENTION WITH AMI,100.0
APR DRG Description,PERCUTANEOUS CARDIAC INTERVENTION WITHOUT AMI,PERCUTANEOUS CARDIAC INTERVENTION WITHOUT AMI,100.0
APR DRG Description,ACUTE ANXIETY AND DELIRIUM STATES,ACUTE ANXIETY AND DELIRIUM STATES,100.0
APR DRG Description,SCHIZOPHRENIA,SCHIZOPHRENIA,100.0
APR DRG Description,"OTHER BACK AND NECK DISORDERS, FRACTURES AND INJURIES","OTHER BACK AND NECK DISORDERS, FRACTURES AND INJURIES",100.0
APR DRG Description,NEONATE BIRTH WEIGHT > 2499 GRAMS WITH OTHER SIGNIFICANT CONDITION,NEONATE BIRTH WEIGHT > 2499 GRAMS WITH OTHER SIGNIFICANT CONDITION,100.0
APR DRG Description,PROCEDURES FOR OBESITY,PROCEDURES FOR OBESITY,100.0
APR DRG Description,ANOXIC AND OTHER SEVERE BRAIN DAMAGE,ANOXIC AND OTHER SEVERE BRAIN DAMAGE,100.0
APR DRG Description,OTHER CHEMOTHERAPY,OTHER CHEMOTHERAPY,100.0
APR DRG Description,CVA AND PRECEREBRAL OCCLUSION WITH INFARCTION,CVA AND PRECEREBRAL OCCLUSION WITH INFARCTION,100.0
APR DRG Description,OTHER CIRCULATORY SYSTEM DIAGNOSES,OTHER CIRCULATORY SYSTEM DIAGNOSES,100.0
APR DRG Description,MAJOR HEMATOLOGIC OR IMMUNOLOGIC DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION,MAJOR HEMATOLOGIC OR IMMUNOLOGIC DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION,100.0
APR DRG Description,"INGUINAL, FEMORAL AND UMBILICAL HERNIA PROCEDURES","INGUINAL, FEMORAL AND UMBILICAL HERNIA PROCEDURES",100.0
APR DRG Description,CARDIAC STRUCTURAL AND VALVULAR DISORDERS,CARDIAC STRUCTURAL AND VALVULAR DISORDERS,100.0
APR DRG Description,TONSIL AND ADENOID PROCEDURES,TONSIL AND ADENOID PROCEDURES,100.0
APR DRG Description,HIV WITH MULTIPLE SIGNIFICANT HIV RELATED CONDITIONS,HIV WITH MULTIPLE SIGNIFICANT HIV RELATED CONDITIONS,100.0
APR DRG Description,INFECTIONS OF UPPER RESPIRATORY TRACT,INFECTIONS OF UPPER RESPIRATORY TRACT,100.0
APR DRG Description,VERTIGO AND OTHER LABYRINTH DISORDERS,VERTIGO AND OTHER LABYRINTH DISORDERS,100.0
APR DRG Description,VAGINAL DELIVERY WITH O.R. PROCEDURE EXCEPT STERILIZATION AND/OR D&C,VAGINAL DELIVERY WITH O.R. PROCEDURE EXCEPT STERILIZATION AND/OR D&C,100.0
APR DRG Description,NEONATE BIRTH WEIGHT > 2499 GRAMS WITH MAJOR CARDIOVASCULAR PROCEDURE,NEONATE BIRTH WEIGHT > 2499 GRAMS WITH MAJOR CARDIOVASCULAR PROCEDURE,100.0
APR DRG Description,VIRAL ILLNESS,VIRAL ILLNESS,100.0
APR DRG Description,CONNECTIVE TISSUE DISORDERS,CONNECTIVE TISSUE DISORDERS,100.0
APR DRG Description,"OTHER SKIN, SUBCUTANEOUS TISSUE AND RELATED PROCEDURES","OTHER SKIN, SUBCUTANEOUS TISSUE AND RELATED PROCEDURES",100.0
APR DRG Description,CARDIAC CATHETERIZATION FOR OTHER NON-CORONARY CONDITIONS,CARDIAC CATHETERIZATION FOR OTHER NON-CORONARY CONDITIONS,100.0
APR DRG Description,NON-BACTERIAL INFECTIONS OF NERVOUS SYSTEM EXCEPT VIRAL MENINGITIS,NON-BACTERIAL INFECTIONS OF NERVOUS SYSTEM EXCEPT VIRAL MENINGITIS,100.0
APR DRG Description,OTHER DISORDERS OF THE LIVER,OTHER DISORDERS OF THE LIVER,100.0
APR DRG Description,"OTHER RESPIRATORY DIAGNOSES EXCEPT SIGNS, SYMPTOMS AND MISCELLANEOUS DIAGNOSES","OTHER RESPIRATORY DIAGNOSES EXCEPT SIGNS, SYMPTOMS AND MISCELLANEOUS DIAGNOSES",100.0
APR DRG Description,NEONATE BIRTH WEIGHT > 2499 GRAMS WITH RESPIRATORY DISTRESS SYNDROME OR OTHER MAJOR RESPIRATORY CONDITION,NEONATE BIRTH WEIGHT > 2499 GRAMS WITH RESPIRATORY DISTRESS SYNDROME OR OTHER MAJOR RESPIRATORY CONDITION,100.0
APR DRG Description,ADRENAL PROCEDURES,ADRENAL PROCEDURES,100.0
APR DRG Description,DORSAL AND LUMBAR FUSION PROCEDURE FOR CURVATURE OF BACK,DORSAL AND LUMBAR FUSION PROCEDURE FOR CURVATURE OF BACK,100.0
APR DRG Description,CHOLECYSTECTOMY,CHOLECYSTECTOMY,100.0
APR DRG Description,LYMPHATIC AND OTHER MALIGNANCIES AND NEOPLASMS OF UNCERTAIN BEHAVIOR,LYMPHATIC AND OTHER MALIGNANCIES AND NEOPLASMS OF UNCERTAIN BEHAVIOR,100.0
APR DRG Description,INBORN ERRORS OF METABOLISM,INBORN ERRORS OF METABOLISM,100.0
APR DRG Description,DEPRESSION EXCEPT MAJOR DEPRESSIVE DISORDER,DEPRESSION EXCEPT MAJOR DEPRESSIVE DISORDER,100.0
APR DRG Description,MAJOR DEPRESSIVE DISORDERS AND OTHER OR UNSPECIFIED PSYCHOSES,MAJOR DEPRESSIVE DISORDERS AND OTHER OR UNSPECIFIED PSYCHOSES,100.0
APR DRG Description,OTHER ESOPHAGEAL DISORDERS,OTHER ESOPHAGEAL DISORDERS,100.0
APR DRG Description,APPENDECTOMY WITHOUT COMPLEX PRINCIPAL DIAGNOSIS,APPENDECTOMY WITHOUT COMPLEX PRINCIPAL DIAGNOSIS,100.0
APR DRG Description,OTHER COMPLICATIONS OF TREATMENT,OTHER COMPLICATIONS OF TREATMENT,100.0
APR DRG Description,DORSAL AND LUMBAR FUSION PROCEDURE EXCEPT FOR CURVATURE OF BACK,DORSAL AND LUMBAR FUSION PROCEDURE EXCEPT FOR CURVATURE OF BACK,100.0
APR DRG Description,PERITONEAL ADHESIOLYSIS,PERITONEAL ADHESIOLYSIS,100.0
APR DRG Description,ANAL AND PERINEAL PROCEDURES,ANAL AND PERINEAL PROCEDURES,100.0
APR DRG Description,KIDNEY TRANSPLANT,KIDNEY TRANSPLANT,100.0
APR DRG Description,MALIGNANT BREAST DISORDERS,MALIGNANT BREAST DISORDERS,100.0
APR DRG Description,EYE INFECTIONS AND OTHER EYE DISORDERS,EYE INFECTIONS AND OTHER EYE DISORDERS,100.0
APR DRG Description,PRINCIPAL DIAGNOSIS INVALID AS DISCHARGE DIAGNOSIS,PRINCIPAL DIAGNOSIS INVALID AS DISCHARGE DIAGNOSIS,100.0
APR DRG Description,APPENDECTOMY WITH COMPLEX PRINCIPAL DIAGNOSIS,APPENDECTOMY WITH COMPLEX PRINCIPAL DIAGNOSIS,100.0
APR DRG Description,"OTHER KIDNEY AND URINARY TRACT DIAGNOSES, SIGNS AND SYMPTOMS","OTHER KIDNEY AND URINARY TRACT DIAGNOSES, SIGNS AND SYMPTOMS",100.0
APR DRG Description,LIVER TRANSPLANT AND/OR INTESTINAL TRANSPLANT,LIVER TRANSPLANT AND/OR INTESTINAL TRANSPLANT,100.0
APR DRG Description,NON-HYPOVOLEMIC SODIUM DISORDERS,NON-HYPOVOLEMIC SODIUM DISORDERS,100.0
APR DRG Description,VERTEBRAL AND INTERVERTEBRAL SPINAL PROCEDURES INCLUDING DISC PROCEDURES,VERTEBRAL AND INTERVERTEBRAL SPINAL PROCEDURES INCLUDING DISC PROCEDURES,100.0
APR DRG Description,ALTERATION IN CONSCIOUSNESS,ALTERATION IN CONSCIOUSNESS,100.0
APR DRG Description,HIV WITH MAJOR HIV RELATED CONDITION,HIV WITH MAJOR HIV RELATED CONDITION,100.0
APR DRG Description,OTHER DIGESTIVE SYSTEM DIAGNOSES,OTHER DIGESTIVE SYSTEM DIAGNOSES,100.0
APR DRG Description,MENSTRUAL AND OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS,MENSTRUAL AND OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS,100.0
APR DRG Description,AMPUTATION OF LOWER LIMB EXCEPT TOES,AMPUTATION OF LOWER LIMB EXCEPT TOES,100.0
APR DRG Description,INTESTINAL OBSTRUCTION,INTESTINAL OBSTRUCTION,100.0
APR DRG Description,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY EXCEPT LEIOMYOMA,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY EXCEPT LEIOMYOMA,100.0
APR DRG Description,TOXIC EFFECTS OF NON-MEDICINAL SUBSTANCES,TOXIC EFFECTS OF NON-MEDICINAL SUBSTANCES,100.0
APR DRG Description,OTHER NON-HYPOVOLEMIC ELECTROLYTE DISORDERS,OTHER NON-HYPOVOLEMIC ELECTROLYTE DISORDERS,100.0
APR DRG Description,BACTERIAL AND TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM,BACTERIAL AND TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM,100.0
APR DRG Description,MULTIPLE SIGNIFICANT TRAUMA WITHOUT O.R. PROCEDURE,MULTIPLE SIGNIFICANT TRAUMA WITHOUT O.R. PROCEDURE,100.0
APR DRG Description,BIPOLAR DISORDERS,BIPOLAR DISORDERS,100.0
APR DRG Description,HIP AND FEMUR FRACTURE REPAIR,HIP AND FEMUR FRACTURE REPAIR,100.0
APR DRG Description,CHRONIC KIDNEY DISEASE,CHRONIC KIDNEY DISEASE,100.0
APR DRG Description,FRACTURE OF PELVIS OR DISLOCATION OF HIP,FRACTURE OF PELVIS OR DISLOCATION OF HIP,100.0
APR DRG Description,MAJOR GASTROINTESTINAL AND PERITONEAL INFECTIONS,MAJOR GASTROINTESTINAL AND PERITONEAL INFECTIONS,100.0
APR DRG Description,DIGESTIVE MALIGNANCY,DIGESTIVE MALIGNANCY,100.0
APR DRG Description,ANTEPARTUM WITH O.R. PROCEDURE,ANTEPARTUM WITH O.R. PROCEDURE,100.0
APR DRG Description,MAJOR LARGE BOWEL PROCEDURES,MAJOR LARGE BOWEL PROCEDURES,100.0
APR DRG Description,"MALNUTRITION, FAILURE TO THRIVE AND OTHER NUTRITIONAL DISORDERS","MALNUTRITION, FAILURE TO THRIVE AND OTHER NUTRITIONAL DISORDERS",100.0
APR DRG Description,URETHRAL AND TRANSURETHRAL PROCEDURES,URETHRAL AND TRANSURETHRAL PROCEDURES,100.0
APR DRG Description,OTHER AND UNSPECIFIED GASTROINTESTINAL HEMORRHAGE,OTHER AND UNSPECIFIED GASTROINTESTINAL HEMORRHAGE,100.0
APR DRG Description,TRACHEOSTOMY WITH MV >96 HOURS WITHOUT EXTENSIVE PROCEDURE,TRACHEOSTOMY WITH MV >96 HOURS WITHOUT EXTENSIVE PROCEDURE,100.0
APR DRG Description,PEPTIC ULCER AND GASTRITIS,PEPTIC ULCER AND GASTRITIS,100.0
APR DRG Description,OTHER PERIPHERAL VASCULAR AND RELATED PROCEDURES,OTHER PERIPHERAL VASCULAR AND RELATED PROCEDURES,100.0
APR DRG Description,DEFIBRILLATOR IMPLANTS,DEFIBRILLATOR IMPLANTS,100.0
APR DRG Description,CORONARY BYPASS WITH AMI OR COMPLEX PRINCIPAL DIAGNOSIS,CORONARY BYPASS WITH AMI OR COMPLEX PRINCIPAL DIAGNOSIS,100.0
APR DRG Description,FEVER AND INFLAMMATORY CONDITIONS,FEVER AND INFLAMMATORY CONDITIONS,100.0
APR DRG Description,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT > 96 HOURS,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT > 96 HOURS,100.0
APR DRG Description,"FRACTURES AND DISLOCATIONS EXCEPT FEMUR, PELVIS AND BACK","FRACTURES AND DISLOCATIONS EXCEPT FEMUR, PELVIS AND BACK",100.0
APR DRG Description,MALE REPRODUCTIVE SYSTEM DIAGNOSES EXCEPT MALIGNANCY,MALE REPRODUCTIVE SYSTEM DIAGNOSES EXCEPT MALIGNANCY,100.0
APR DRG Description,DENTAL DISEASES AND DISORDERS,DENTAL DISEASES AND DISORDERS,100.0
APR DRG Description,RENAL DIALYSIS ACCESS DEVICE PROCEDURES,RENAL DIALYSIS ACCESS DEVICE PROCEDURES,100.0
APR DRG Description,HIV WITH MULTIPLE MAJOR HIV RELATED CONDITIONS,HIV WITH MULTIPLE MAJOR HIV RELATED CONDITIONS,100.0
APR DRG Description,DEGENERATIVE NERVOUS SYSTEM DISORDERS EXCEPT MULTIPLE SCLEROSIS,DEGENERATIVE NERVOUS SYSTEM DISORDERS EXCEPT MULTIPLE SCLEROSIS,100.0
APR DRG Description,"CONCUSSION, CLOSED SKULL FRACTURE NOS, AND UNCOMPLICATED INTRACRANIAL INJURY, COMA < 1 HOUR OR NO COMA","CONCUSSION, CLOSED SKULL FRACTURE NOS, AND UNCOMPLICATED INTRACRANIAL INJURY, COMA < 1 HOUR OR NO COMA",100.0
APR DRG Description,CARDIAC CATHETERIZATION FOR CORONARY ARTERY DISEASE,CARDIAC CATHETERIZATION FOR CORONARY ARTERY DISEASE,100.0
APR DRG Description,PARTIAL THICKNESS BURNS WITHOUT SKIN GRAFT,PARTIAL THICKNESS BURNS WITHOUT SKIN GRAFT,100.0
APR DRG Description,BURNS WITH SKIN GRAFT EXCEPT EXTENSIVE THIRD DEGREE BURNS,BURNS WITH SKIN GRAFT EXCEPT EXTENSIVE THIRD DEGREE BURNS,100.0
APR DRG Description,OPEN CRANIOTOMY EXCEPT TRAUMA,OPEN CRANIOTOMY EXCEPT TRAUMA,100.0
APR DRG Description,"MALFUNCTION, REACTION, COMPLICATION OF ORTHOPEDIC DEVICE OR PROCEDURE","MALFUNCTION, REACTION, COMPLICATION OF ORTHOPEDIC DEVICE OR PROCEDURE",100.0
APR DRG Description,MAJOR BLADDER PROCEDURES,MAJOR BLADDER PROCEDURES,100.0
APR DRG Description,"SKIN GRAFT, EXCEPT HAND, FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE DIAGNOSES","SKIN GRAFT, EXCEPT HAND, FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE DIAGNOSES",100.0
APR DRG Description,CARDIAC VALVE PROCEDURES WITH AMI OR COMPLEX PRINCIPAL DIAGNOSIS,CARDIAC VALVE PROCEDURES WITH AMI OR COMPLEX PRINCIPAL DIAGNOSIS,100.0
APR DRG Description,MAJOR ESOPHAGEAL DISORDERS,MAJOR ESOPHAGEAL DISORDERS,100.0
APR DRG Description,NEONATE BIRTH WEIGHT > 2499 GRAMS WITH CONGENITAL OR PERINATAL INFECTION,NEONATE BIRTH WEIGHT > 2499 GRAMS WITH CONGENITAL OR PERINATAL INFECTION,100.0
APR DRG Description,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS,100.0
APR DRG Description,VIRAL MENINGITIS,VIRAL MENINGITIS,100.0
APR DRG Description,HEAD TRAUMA WITH COMA > 1 HOUR OR HEMORRHAGE,HEAD TRAUMA WITH COMA > 1 HOUR OR HEMORRHAGE,100.0
APR DRG Description,EXTRACORPOREAL MEMBRANE OXYGENATION (ECMO),EXTRACORPOREAL MEMBRANE OXYGENATION (ECMO),100.0
APR DRG Description,NEONATE BIRTH WEIGHT > 2499 GRAMS WITH MAJOR ANOMALY,NEONATE BIRTH WEIGHT > 2499 GRAMS WITH MAJOR ANOMALY,100.0
APR DRG Description,"ABORTION WITH D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY","ABORTION WITH D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",100.0
APR DRG Description,MAJOR BILIARY TRACT PROCEDURES,MAJOR BILIARY TRACT PROCEDURES,100.0
APR DRG Description,"HERNIA PROCEDURES EXCEPT INGUINAL, FEMORAL AND UMBILICAL","HERNIA PROCEDURES EXCEPT INGUINAL, FEMORAL AND UMBILICAL",100.0
APR DRG Description,ELECTIVE KNEE JOINT REPLACEMENT,ELECTIVE KNEE JOINT REPLACEMENT,100.0
APR DRG Description,PERCUTANEOUS INTRACRANIAL AND EXTRACRANIAL VASCULAR PROCEDURES,PERCUTANEOUS INTRACRANIAL AND EXTRACRANIAL VASCULAR PROCEDURES,100.0
APR DRG Description,"POST-OPERATIVE, POST-TRAUMA, OTHER DEVICE INFECTIONS WITH O.R. PROCEDURE","POST-OPERATIVE, POST-TRAUMA, OTHER DEVICE INFECTIONS WITH O.R. PROCEDURE",100.0
APR DRG Description,"MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES","MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES",100.0
APR DRG Description,OTHER DRUG ABUSE AND DEPENDENCE,OTHER DRUG ABUSE AND DEPENDENCE,100.0
APR DRG Description,OTHER RESPIRATORY AND CHEST PROCEDURES,OTHER RESPIRATORY AND CHEST PROCEDURES,100.0
APR DRG Description,"POST-OPERATIVE, POST-TRAUMATIC, OTHER DEVICE INFECTIONS","POST-OPERATIVE, POST-TRAUMATIC, OTHER DEVICE INFECTIONS",100.0
APR DRG Description,"MALFUNCTION, REACTION, COMPLICATION OF CARDIAC OR VASCULAR DEVICE OR PROCEDURE","MALFUNCTION, REACTION, COMPLICATION OF CARDIAC OR VASCULAR DEVICE OR PROCEDURE",100.0
APR DRG Description,UTERINE AND ADNEXA PROCEDURES FOR LEIOMYOMA,UTERINE AND ADNEXA PROCEDURES FOR LEIOMYOMA,100.0
APR DRG Description,NEONATE BIRTH WEIGHT 2000-2499 GRAMS WITH RESPIRATORY DISTRESS SYNDROME OR OTHER MAJOR RESPIRATORY CONDITION,NEONATE BIRTH WEIGHT 2000-2499 GRAMS WITH RESPIRATORY DISTRESS SYNDROME OR OTHER MAJOR RESPIRATORY CONDITION,100.0
APR DRG Description,CARDIAC ARREST AND SHOCK,CARDIAC ARREST AND SHOCK,100.0
APR DRG Description,INFECTIOUS AND PARASITIC DISEASES INCLUDING HIV WITH O.R. PROCEDURE,INFECTIOUS AND PARASITIC DISEASES INCLUDING HIV WITH O.R. PROCEDURE,100.0
APR DRG Description,OTHER ENDOCRINE DISORDERS,OTHER ENDOCRINE DISORDERS,100.0
APR DRG Description,POISONING OF MEDICINAL AGENTS,POISONING OF MEDICINAL AGENTS,100.0
APR DRG Description,MODERATELY EXTENSIVE O.R. PROCEDURES FOR OTHER COMPLICATIONS OF TREATMENT,MODERATELY EXTENSIVE O.R. PROCEDURES FOR OTHER COMPLICATIONS OF TREATMENT,100.0
APR DRG Description,"TENDON, MUSCLE AND OTHER SOFT TISSUE PROCEDURES","TENDON, MUSCLE AND OTHER SOFT TISSUE PROCEDURES",100.0
APR DRG Description,HEPATIC COMA AND OTHER MAJOR ACUTE LIVER DISORDERS,HEPATIC COMA AND OTHER MAJOR ACUTE LIVER DISORDERS,100.0
APR DRG Description,POSTPARTUM AND POST ABORTION DIAGNOSIS WITH O.R. PROCEDURE,POSTPARTUM AND POST ABORTION DIAGNOSIS WITH O.R. PROCEDURE,100.0
APR DRG Description,"PENIS, TESTES AND SCROTAL PROCEDURES","PENIS, TESTES AND SCROTAL PROCEDURES",100.0
APR DRG Description,SPINAL FUSION AND OTHER BACK AND NECK PROCEDURES EXCEPT FOR DISC PROCEDURES,SPINAL FUSION AND OTHER BACK AND NECK PROCEDURES EXCEPT FOR DISC PROCEDURES,100.0
APR DRG Description,SPINAL PROCEDURES,SPINAL PROCEDURES,100.0
APR DRG Description,"ABORTION WITHOUT D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY","ABORTION WITHOUT D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",100.0
APR DRG Description,SKIN ULCERS,SKIN ULCERS,100.0
APR DRG Description,GASTROINTESTINAL VASCULAR INSUFFICIENCY,GASTROINTESTINAL VASCULAR INSUFFICIENCY,100.0
